area_sqm,building_year,num_rooms,has_elevator,has_parking,has_storage,price(in_toman),floor_number,district
37,1395,1,Yes,Yes,Yes,167567000,,پونک
83,1403,2,Yes,Yes,Yes,209638000,,یوسف‌آباد
104,1403,2,Yes,Yes,Yes,11500000000,46.0,شهر زیبا
120,1403,3,Yes,Yes,Yes,171666000,,یوسف‌آباد
48,1395,1,Yes,Yes,Yes,2300000000,26.0,کوی هفدهم شهریور
127,1403,3,Yes,Yes,Yes,12700000000,46.0,جیحون
150,1403,3,Yes,Yes,Yes,2250000000,1518.0,چیتگر
125,1391,3,Yes,Yes,No,12500000000,2.0,دریاچه شهدای خلیج فارس
93,1402,2,Yes,Yes,Yes,6600000000,34.0,سلسبیل
50,1403,1,Yes,Yes,Yes,4950000000,34.0,کرمان
48,1392,1,Yes,Yes,Yes,3500000000,34.0,جیحون
42,1392,1,Yes,Yes,Yes,2500000000,24.0,جیحون
118,1403,3,Yes,Yes,Yes,16000000000,26.0,ارم
75,1385,2,Yes,Yes,Yes,9500000000,3.0,سعادت‌آباد
100,1401,2,Yes,Yes,Yes,14600000000,15.0,جنت‌آباد مرکزی
55,1400,1,Yes,Yes,Yes,2640000000,5.0,آذربایجان
110,1399,2,Yes,Yes,Yes,11470000000,4.0,جنت‌آباد جنوبی
50,1385,1,Yes,No,Yes,5200000000,1.0,شمس‌آباد
105,1402,2,Yes,Yes,Yes,6400000000,3.0,گلچین
43,1385,1,No,No,Yes,53837000,,نواب
170,1385,3,Yes,Yes,Yes,17000000000,15.0,شهران شمالی
48,1380,1,No,No,Yes,2100000000,14.0,سلیمانی
184,1372,3,No,Yes,Yes,17000000000,23.0,فاطمی
145,1390,2,Yes,Yes,Yes,154482000,,یوسف‌آباد
62,1401,2,Yes,Yes,Yes,1670000000,24.0,شهر زیبا
40,1401,1,Yes,Yes,Yes,1160000000,34.0,اندیشه (شهر زیبا)
54,1393,1,Yes,Yes,Yes,2250000000,24.0,بلورسازی
284,1395,4,Yes,Yes,Yes,107000000000,2.0,سعادت‌آباد
83,1387,2,Yes,No,Yes,7100000000,14.0,فدک
65,1388,2,No,Yes,Yes,3500000000,24.0,نواب
290,1398,4,Yes,Yes,Yes,70000000000,5.0,الهیه
77,1394,2,Yes,Yes,No,4389000000,1.0,شهرک کیانشهر
100,1403,2,Yes,Yes,Yes,3000000000,3030.0,دریاچه شهدای خلیج فارس
92,1402,2,Yes,Yes,Yes,27000000,,مبارک‌آباد بهشتی
70,1402,2,Yes,Yes,Yes,2400000000,23.0,اندیشه (شهر زیبا)
42,1401,1,Yes,Yes,Yes,1250000000,23.0,اندیشه (شهر زیبا)
66,1397,1,Yes,Yes,Yes,8250000000,45.0,جنت‌آباد شمالی
61,1384,1,No,Yes,Yes,4550000000,13.0,تهران‌سر
210,1401,3,Yes,Yes,Yes,47200000000,4.0,نیاوران
167,1394,3,Yes,Yes,Yes,32500000000,1.0,شهرک ژاندارمری
130,1402,2,Yes,Yes,Yes,23000000000,57.0,پونک
299,1384,3,Yes,Yes,Yes,354515000,,اقدسیه
81,1384,2,Yes,No,Yes,3400000000,9.0,نواب
144,1403,3,Yes,Yes,No,10800000000,5.0,جوانمرد قصاب
80,1390,2,Yes,Yes,Yes,12170000000,4.0,پونک
45,1395,1,Yes,No,Yes,3400000000,1.0,جیحون
45,1397,1,Yes,Yes,Yes,1500000000,1.0,اندیشه (شهر زیبا)
76,1382,2,Yes,Yes,Yes,107894000,,سازمان آب
63,1403,2,Yes,No,No,6300000000,66.0,آبشار
52,1393,1,Yes,No,No,2650000000,24.0,خاوران
98,1403,2,Yes,Yes,Yes,280000000,4.0,سلسبیل
100,1403,2,Yes,Yes,Yes,1200000000,411.0,چیتگر
95,1393,2,Yes,Yes,Yes,15990000000,35.0,میرداماد
108,1403,2,Yes,Yes,Yes,7550000000,1425.0,دریاچه شهدای خلیج فارس
180,1402,3,Yes,Yes,Yes,21850000000,311.0,حسین‌آباد
93,1388,2,No,Yes,Yes,7725000000,34.0,جیحون
92,1403,2,Yes,Yes,Yes,10500000000,6.0,صادقیه
78,1380,2,No,Yes,No,5600000000,4.0,جنت‌آباد مرکزی
218,1395,3,Yes,Yes,Yes,39500000000,15.0,دروس
65,1384,2,No,Yes,Yes,4350000000,14.0,جیحون
135,1385,2,Yes,Yes,Yes,26500000000,4.0,حصار بوعلی
80,1399,2,Yes,Yes,Yes,7350000000,5.0,دریاچه شهدای خلیج فارس
90,1403,2,Yes,Yes,Yes,2700000000,1520.0,چیتگر
265,1403,3,Yes,Yes,Yes,74500000000,67.0,دروس
56,1401,1,Yes,Yes,Yes,2500000000,24.0,استاد معین
108,1395,2,Yes,Yes,Yes,9000000000,7.0,دریاچه شهدای خلیج فارس
64,1385,1,No,Yes,Yes,7800000000,14.0,پونک
135,1402,3,Yes,Yes,Yes,23750000000,3.0,سعادت‌آباد
60,1403,1,Yes,Yes,Yes,900000,1522.0,دریاچه شهدای خلیج فارس
63,1403,1,Yes,No,No,3780000000,55.0,طیب
79,1389,2,Yes,Yes,Yes,84177000,,آبشار تهران
70,1388,2,No,No,Yes,4750000000,4.0,شهرک شهید باقری
60,1397,1,Yes,Yes,Yes,9200000000,44.0,پونک
11015,1403,2,Yes,Yes,Yes,150000000,3.0,میدان حر
110,1403,2,Yes,Yes,Yes,24500000000,9.0,سعادت‌آباد
109,1397,2,Yes,Yes,Yes,9000000000,7.0,دریاچه شهدای خلیج فارس
110,1399,3,Yes,Yes,Yes,145454000,,جنت‌آباد مرکزی
125,1403,2,Yes,Yes,Yes,350000000,24.0,آذری
123,1401,3,Yes,Yes,Yes,17500000000,77.0,پونک
60,1393,1,Yes,Yes,Yes,83333000,,دکتر هوشیار
137,1403,3,Yes,Yes,Yes,14800000000,35.0,دکتر هوشیار
300,1392,4,Yes,Yes,Yes,70198000000,35.0,دروس
61,1403,1,Yes,Yes,Yes,450000000,1418.0,چیتگر
90,1380,2,No,Yes,Yes,8950000000,1.0,فاطمی
150,1403,3,Yes,Yes,Yes,15700000000,26.0,ائمه اطهار
246,1385,4,Yes,Yes,Yes,40750000000,45.0,دروس
81,1399,2,Yes,Yes,Yes,11600000000,26.0,هروی
69,1401,2,Yes,Yes,Yes,5320000000,14.0,افسریه
112,1397,2,Yes,Yes,Yes,15200000000,45.0,پونک
216,1390,3,Yes,Yes,Yes,290000000,,نیاوران
73,1403,2,Yes,Yes,Yes,1050000000,915.0,چیتگر
125,1403,2,Yes,Yes,Yes,7500000000,1315.0,دریاچه شهدای خلیج فارس
56,1387,1,Yes,Yes,Yes,6400000000,4.0,سازمان برنامه
60,1400,1,Yes,Yes,Yes,31116000,,مبارک‌آباد بهشتی
58,1392,1,No,No,Yes,4300000000,3.0,شهرک آزادی
190,1402,3,Yes,Yes,Yes,48550000000,1.0,دروس
53,1388,1,No,Yes,No,6400000000,2.0,پونک
125,1396,3,Yes,Yes,Yes,11995000000,25.0,مدائن
50,1393,1,Yes,No,Yes,2040000000,24.0,کاروان
192,1403,3,Yes,Yes,Yes,41500000000,1.0,دروس
300,1393,4,Yes,Yes,Yes,70000000000,89.0,زعفرانیه
82,1392,2,Yes,Yes,Yes,10300000000,55.0,پونک
65,1399,1,Yes,Yes,Yes,1700000000,24.0,اندیشه (شهر زیبا)
83,1389,2,Yes,Yes,Yes,122771000,,پونک
218,1387,3,Yes,Yes,Yes,37850000000,5.0,دروس
48,1381,1,No,Yes,Yes,4200000000,34.0,باغ فیض
100,1403,2,Yes,Yes,Yes,6200000000,8.0,هوانیروز
54,1382,1,No,No,Yes,2100000000,34.0,کاروان
73,1377,2,Yes,Yes,Yes,9000000000,1.0,هروی
105,1403,2,Yes,Yes,Yes,450000000,22.0,آذری
51,1398,1,Yes,Yes,Yes,1230000000,4.0,شهر زیبا
125,1401,2,Yes,Yes,Yes,11250000000,23.0,دریاچه شهدای خلیج فارس
175,1386,3,Yes,Yes,Yes,33000000000,35.0,دروس
217,1402,3,Yes,Yes,Yes,85000000000,28.0,سعادت‌آباد
105,1401,2,Yes,Yes,Yes,13200000000,5.0,جنت‌آباد مرکزی
93,1402,2,Yes,Yes,Yes,6750000000,9.0,هوانیروز
85,1397,2,Yes,Yes,Yes,11000000000,4.0,پونک
115,1402,2,Yes,Yes,Yes,13990000000,1.0,سازمان آب
68,1403,2,Yes,Yes,No,76470000,,افسریه
186,1402,3,Yes,Yes,Yes,22700000000,511.0,پاسداران
74,1390,2,No,Yes,Yes,72972000,,هوانیروز
55,1400,1,Yes,Yes,Yes,1500000000,2.0,شهر زیبا
122,1402,2,Yes,Yes,Yes,16500000000,311.0,پاسداران
235,1401,4,Yes,Yes,Yes,182553000,,آسمان
84,1384,2,Yes,Yes,Yes,4150000000,2.0,نواب
100,1403,2,Yes,Yes,Yes,6500000,,وردآورد
70,1403,1,Yes,Yes,Yes,14000000000,5.0,یوسف‌آباد
83,1391,2,Yes,Yes,Yes,10600000000,5.0,پونک
170,1370,3,No,Yes,Yes,144117000,,یوسف‌آباد
85,1395,2,Yes,No,Yes,5500000000,5.0,فیروزآبادی
143,1401,3,Yes,Yes,Yes,27170000000,5.0,یوسف‌آباد
72,1403,2,Yes,Yes,Yes,1050000000,1119.0,چیتگر
120,1378,2,No,Yes,Yes,9500000000,24.0,سهروردی
85,1395,2,Yes,Yes,Yes,58823000,,بریانک
76,1387,2,Yes,Yes,Yes,111184000,,جنت‌آباد جنوبی
125,1396,3,Yes,Yes,Yes,21700000000,2.0,قیطریه
60,1385,2,No,Yes,Yes,2490000000,33.0,کاروان
200,1399,3,Yes,Yes,Yes,53000000000,2.0,نیاوران
65,1398,2,Yes,Yes,Yes,8650000000,15.0,پونک
65,1395,2,Yes,Yes,Yes,8470000000,56.0,جنت‌آباد شمالی
300,1402,4,Yes,Yes,Yes,273333000,,میرداماد
110,1402,2,Yes,Yes,Yes,19850000000,2.0,حکمت
160,1403,3,Yes,Yes,Yes,46000000000,45.0,سپهر
120,1399,2,Yes,Yes,Yes,17000000000,25.0,نیلوفر
100,1401,2,Yes,Yes,No,8300000000,15.0,تهران‌سر
135,1385,3,Yes,Yes,Yes,16800000000,15.0,اختیاریه
53,1397,1,Yes,Yes,No,4450000000,4.0,زنجان
68,1403,2,Yes,No,Yes,4550000000,14.0,هاشمی
62,1395,1,Yes,Yes,Yes,79032000,,دکتر هوشیار
120,1400,2,Yes,Yes,Yes,21900000000,2.0,اختیاریه
210,1403,3,Yes,Yes,Yes,64000000000,25.0,سعادت‌آباد
138,1398,3,Yes,Yes,Yes,24500000000,36.0,سعادت‌آباد
220,1399,3,Yes,Yes,Yes,110000000000,4.0,باغ فردوس
92,1403,2,Yes,Yes,Yes,9000000000,2.0,آشتیانی
85,1397,2,Yes,Yes,Yes,198823000,,شهرک غرب
143,1397,3,Yes,Yes,Yes,22400000000,46.0,شیرازی
77,1380,2,No,No,Yes,2998000000,14.0,ظهیرآباد
115,1385,2,Yes,Yes,Yes,178260000,,دروس
198,1395,3,Yes,Yes,Yes,19000000000,5.0,مجیدیه
80,1371,3,No,No,No,5600000000,24.0,مجیدیه
95,1397,2,Yes,Yes,Yes,16500000000,25.0,قبا
70,1399,3,Yes,Yes,Yes,4000000000,25.0,ستارخان
67,1385,2,No,Yes,Yes,85820000,,تهرانپارس غربی
40,1393,1,Yes,No,Yes,72500000,,جیحون
83,1403,2,Yes,Yes,Yes,14940000000,35.0,سیدخندان
65,1401,2,Yes,Yes,Yes,3000000000,36.0,صادقیه
265,1397,3,Yes,Yes,Yes,66500000000,45.0,دروس
85,1398,2,Yes,Yes,Yes,8300000000,44.0,کرمان
96,1398,2,Yes,Yes,Yes,6000000000,15.0,شهید دستغیب
70,1402,3,Yes,Yes,Yes,4000000000,56.0,مرزداران
65,1399,2,Yes,Yes,Yes,130769000,,جنت‌آباد شمالی
50,1403,1,Yes,Yes,Yes,350000000,1820.0,چیتگر
90,1403,2,Yes,Yes,Yes,1170000000,215.0,چیتگر
66,1398,2,Yes,No,Yes,27000000,,مبارک‌آباد بهشتی
56,1396,1,Yes,Yes,Yes,7500000000,45.0,جنت‌آباد جنوبی
71,1393,2,Yes,Yes,Yes,7700000000,15.0,پونک
131,1400,3,Yes,Yes,Yes,14410000000,4.0,حکیمیه
135,1402,3,Yes,Yes,Yes,2450000000,1320.0,شریف
120,1399,2,Yes,Yes,Yes,13400000000,56.0,جنت‌آباد مرکزی
50,1395,1,Yes,No,Yes,1980000000,3.0,مینابی
109,1403,2,Yes,Yes,Yes,13099000000,35.0,شاهین
100,1400,2,Yes,Yes,Yes,8700000000,44.0,صفا
92,1397,2,Yes,Yes,Yes,8600000000,1518.0,دریاچه شهدای خلیج فارس
131,1403,2,Yes,Yes,Yes,12052000000,1111.0,شهرک راه‌آهن
70,1399,1,Yes,Yes,Yes,4800000000,35.0,دکتر هوشیار
86,1400,2,Yes,Yes,Yes,11100000000,1.0,باغ فیض
74,1385,2,Yes,Yes,Yes,8500000000,55.0,شهران شمالی
75,1390,2,Yes,Yes,Yes,10300000000,5.0,پونک
64,1395,1,Yes,Yes,No,50000000,,فلاح
41,1388,1,Yes,No,Yes,68292000,,سلسبیل
90,1403,2,Yes,Yes,Yes,154444000,,جنت‌آباد جنوبی
124,1403,3,Yes,Yes,Yes,54032000,,دریاچه شهدای خلیج فارس
113,1384,2,Yes,Yes,Yes,128318000,,هروی
60,1385,2,Yes,No,Yes,4150000000,48.0,تهران‌سر
115,1402,2,Yes,Yes,Yes,15000000000,1.0,باغ فیض
80,1382,2,No,No,Yes,70000000000,1.0,شهران شمالی
243,1387,3,Yes,Yes,Yes,68000000000,9.0,زعفرانیه
85,1400,2,Yes,Yes,Yes,5800000000,3.0,شهران شمالی
75,1385,2,No,Yes,Yes,73333000,,نیرو هوایی
100,1403,2,Yes,Yes,Yes,13000000000,5.0,طرشت
78,1403,2,Yes,Yes,Yes,550000000,1418.0,چیتگر
63,1383,2,No,Yes,Yes,4480000000,34.0,سلسبیل
100,1393,2,Yes,Yes,Yes,13000000000,35.0,جنت‌آباد جنوبی
140,1398,2,Yes,Yes,Yes,15000000000,45.0,جنت‌آباد جنوبی
65,1381,2,No,No,Yes,3300000000,24.0,جیحون
130,1398,3,Yes,Yes,Yes,15500000000,45.0,جنت‌آباد جنوبی
168,1403,3,Yes,Yes,Yes,46000000000,4.0,پاسداران
60,1388,1,Yes,Yes,Yes,6700000000,25.0,شهرک پرواز
240,1401,3,Yes,Yes,Yes,79000000000,3.0,دروس
281,1401,3,Yes,Yes,Yes,86500000000,3.0,دروس
103,1401,2,Yes,Yes,Yes,14000000000,24.0,شهرک نفت (منطقه ۵)
170,1402,3,Yes,Yes,Yes,211764000,,پاسداران
115,1400,2,Yes,Yes,Yes,14000000000,55.0,جنت‌آباد مرکزی
112,1400,3,Yes,Yes,Yes,85535000,,استاد معین
125,1399,2,Yes,Yes,Yes,14000000000,45.0,جنت‌آباد جنوبی
135,1400,3,Yes,Yes,Yes,21200000000,55.0,پونک
116,1388,2,Yes,Yes,Yes,108620000,,جنت‌آباد جنوبی
82,1398,2,Yes,Yes,Yes,9000000000,25.0,توحید
65,1385,2,No,Yes,Yes,4400000000,1.0,خانی‌آباد نو
127,1402,3,Yes,Yes,Yes,240157000,,دریا
130,1400,2,Yes,Yes,Yes,14900000000,45.0,جنت‌آباد مرکزی
73,1383,2,No,Yes,Yes,7350000000,14.0,آشتیانی
70,1390,2,No,No,Yes,3650000000,34.0,جیحون
81,1400,2,Yes,No,No,4480000000,1.0,دیلمان
145,1402,3,Yes,Yes,Yes,18700000000,4.0,جنت‌آباد مرکزی
400,1401,4,Yes,Yes,Yes,160000000000,9.0,کامرانیه
45,1378,1,No,No,Yes,54444000,,سلسبیل
118,1403,2,Yes,Yes,Yes,13600000000,55.0,جنت‌آباد شمالی
80,1391,2,Yes,Yes,Yes,3100000000,34.0,شهر زیبا
90,1403,2,Yes,Yes,Yes,11500000000,35.0,هروی
65,1379,2,No,No,No,47230000,,هفت چنار
100,1401,2,Yes,Yes,Yes,13500000000,4.0,جنت‌آباد جنوبی
65,1398,1,Yes,Yes,Yes,2460000000,2.0,شهر زیبا
90,1396,2,Yes,Yes,Yes,10000000000,2.0,جنت‌آباد جنوبی
50,1403,1,Yes,Yes,Yes,9300000000,18.0,نیلوفر
42,1394,1,Yes,No,Yes,70714000,,جیحون
91,1390,2,Yes,Yes,Yes,8250000000,45.0,تهرانپارس غربی
40,1390,1,No,No,No,2200000000,23.0,خزانه
82,1383,2,No,Yes,Yes,8950000000,23.0,سعادت‌آباد
160,1388,3,Yes,Yes,Yes,25350000000,6.0,قیطریه
250,1403,3,Yes,Yes,Yes,87500000000,66.0,ولنجک
53,1381,1,Yes,No,No,42000000,45.0,شهید رجایی
73,1396,2,Yes,Yes,Yes,145205000,,صادقیه
100,1403,2,Yes,Yes,Yes,3700000000,29.0,دریاچه شهدای خلیج فارس
100,1403,2,Yes,Yes,Yes,2700000000,1015.0,چیتگر
58,1403,2,Yes,Yes,Yes,77586000,,زنجان
65,1400,2,Yes,No,Yes,2012000000,3.0,مبارک‌آباد بهشتی
37,1384,1,No,Yes,Yes,2700000000,23.0,جیحون
90,1393,2,No,No,No,2610000000,13.0,ظهیرآباد
75,1394,2,Yes,Yes,Yes,4600000000,44.0,بریانک
70,1402,2,Yes,Yes,No,74142000,,شارق شرقی
100,1403,2,Yes,Yes,Yes,1111111,916.0,کوهک
300,1400,4,Yes,Yes,Yes,85000000000,37.0,فرمانیه
60,1395,1,Yes,Yes,Yes,6450000000,46.0,تهرانپارس غربی
232,1403,3,Yes,Yes,Yes,239655000,,یوسف‌آباد
116,1403,2,Yes,Yes,Yes,49396000,,جنت‌آباد مرکزی
80,1385,2,Yes,Yes,Yes,92500000,,جنت‌آباد شمالی
85,1387,2,No,Yes,No,17647000,,هاشم‌آباد
380,1400,4,Yes,Yes,Yes,105000000000,79.0,اقدسیه
55,1395,1,Yes,Yes,Yes,48727000,,وصفنارد
80,1390,3,Yes,No,Yes,4980000000,44.0,جیحون
120,1402,2,Yes,No,No,59583000,,امام سجاد(ع)
80,1379,2,No,Yes,Yes,6400000000,44.0,شمس‌آباد
240,1401,3,Yes,Yes,Yes,85000000000,59.0,کامرانیه
123,1399,3,Yes,Yes,Yes,61951000,,امام سجاد(ع)
130,1389,2,Yes,Yes,Yes,190384000,,فرمانیه
193,1393,3,Yes,Yes,Yes,11500000000,6.0,مهرآباد جنوبی
85,1403,2,Yes,Yes,Yes,1350000000,315.0,چیتگر
47,1387,1,Yes,Yes,Yes,3300000000,7.0,اسکندری
92,1403,2,Yes,Yes,Yes,4784000000,5.0,تهران‌سر
110,1398,2,Yes,Yes,Yes,16500000000,2.0,یوسف‌آباد
118,1403,2,Yes,Yes,Yes,4720000000,1.0,قیام‌دشت
157,1383,3,Yes,Yes,Yes,79617000,,سازمان آب
97,1391,2,Yes,Yes,Yes,159793000,,یوسف‌آباد
58,1401,1,Yes,Yes,Yes,5750000000,34.0,تسلیحات
110,1403,2,Yes,Yes,Yes,168181000,,یوسف‌آباد
120,1395,3,Yes,Yes,Yes,123333000,,نیلوفر
70,1400,2,Yes,No,Yes,57142000,,افسریه
85,1403,2,Yes,Yes,Yes,9411000,,چیتگر
80,1400,2,Yes,Yes,Yes,2600000000,36.0,یافت‌آباد
83,1387,2,Yes,Yes,Yes,6750000000,3.0,دردشت
83,1395,2,Yes,Yes,No,4648000000,25.0,خلیج فارس
55,1399,1,Yes,Yes,Yes,2400000000,24.0,آذربایجان
160,1370,3,No,Yes,Yes,65000000,,منیریه
150,1390,3,Yes,Yes,Yes,28000000000,35.0,سعادت‌آباد
53,1403,1,Yes,Yes,Yes,6392836000,1215.0,چیتگر
135,1384,3,Yes,Yes,Yes,17000000000,3.0,پاسداران
185,1396,3,Yes,Yes,Yes,36000000000,35.0,مرزداران
112,1402,2,Yes,Yes,Yes,15000000000,25.0,جنت‌آباد جنوبی
110,1403,3,Yes,Yes,Yes,1000000000,1923.0,چیتگر
95,1401,2,Yes,Yes,Yes,15600000000,4.0,هروی
180,1386,3,Yes,Yes,Yes,21000000000,1.0,هروی
205,1399,2,Yes,Yes,Yes,9200000000,66.0,جیحون
125,1392,2,Yes,Yes,Yes,19200000000,2.0,هروی
58,1380,1,No,No,Yes,2890000000,2.0,سلسبیل
90,1396,2,Yes,Yes,Yes,216666000,,حکمت
64,1384,2,No,Yes,Yes,5370000000,3.0,پونک
112,1397,2,Yes,Yes,Yes,6600000000,1.0,جوادیه
49,1382,1,No,Yes,Yes,1850000000,1.0,مولوی
132,1402,3,Yes,Yes,Yes,17900000000,1.0,شهرک نفت (منطقه ۵)
130,1401,3,Yes,Yes,Yes,30000000000,15.0,پاسداران
45,1393,1,No,Yes,Yes,1400000000,2.0,اندیشه (شهر زیبا)
68,1389,2,Yes,Yes,Yes,7250000000,25.0,شهرک پرواز
140,1402,3,Yes,Yes,Yes,37000000000,66.0,شهرک غرب
64,1380,2,No,Yes,Yes,7000000000,14.0,کوی فردوس
150,1402,3,Yes,Yes,Yes,39000000000,3.0,زعفرانیه
120,1402,2,Yes,Yes,Yes,32500000000,45.0,دروس
50,1390,1,Yes,Yes,Yes,6300000000,4.0,شهران جنوبی
38,1377,1,No,No,Yes,2500000000,14.0,سلسبیل
300,1402,4,Yes,Yes,Yes,57000000000,45.0,گیشا (کوی نصر)
55,1389,1,Yes,Yes,Yes,6350000000,2.0,سازمان برنامه
90,1388,2,Yes,Yes,Yes,131111000,,مرزداران
68,1403,1,Yes,Yes,Yes,119852000,,دانشگاه شریف
55,1397,1,Yes,No,Yes,1809000000,24.0,مبارک‌آباد بهشتی
82,1383,2,No,No,Yes,5400000000,34.0,قاسم‌آباد
190,1391,3,Yes,Yes,Yes,43000000000,25.0,ولنجک
248,1388,4,Yes,Yes,Yes,52000000000,66.0,نیاوران
105,1401,2,Yes,Yes,Yes,15250000000,35.0,سهروردی
66,1397,2,Yes,Yes,Yes,2800000000,1.0,اندیشه (شهر زیبا)
85,1390,2,Yes,Yes,Yes,8300000000,35.0,سازمان برنامه
60,1390,2,No,No,Yes,3490000000,44.0,نبی اکرم(ص)
130,1394,3,Yes,Yes,Yes,12600000000,25.0,سازمان برنامه
65,1384,2,No,Yes,Yes,4300000000,24.0,زنجان
45,1387,1,No,Yes,Yes,116666000,,ارم
90,1396,2,Yes,Yes,Yes,104444000,,سازمان برنامه
55,1403,1,Yes,No,Yes,7200000000,14.0,قیطریه
115,1402,2,Yes,Yes,Yes,8450000000,35.0,خواجه نظام الملک
130,1400,3,Yes,Yes,Yes,24000000000,46.0,سعادت‌آباد
53,1388,1,No,No,Yes,2400000000,34.0,هاشمی
50,1396,1,Yes,Yes,Yes,1650000000,7.0,اندیشه (شهر زیبا)
107,1381,2,Yes,Yes,Yes,10800000000,66.0,سازمان برنامه
140,1393,3,Yes,Yes,Yes,12000000000,25.0,جنت‌آباد جنوبی
139,1403,3,Yes,Yes,Yes,8050000000,35.0,شبیری
115,1400,2,Yes,Yes,Yes,233043000,,سپهر
80,1385,2,Yes,Yes,Yes,8200000000,45.0,سازمان برنامه
95,1403,2,Yes,Yes,Yes,247368000,,دریا
102,1397,2,Yes,Yes,Yes,13900000000,4.0,جنت‌آباد جنوبی
105,1390,2,Yes,Yes,Yes,13200000000,56.0,اباذر
73,1394,2,Yes,Yes,Yes,11500000000,35.0,گیشا (کوی نصر)
130,1403,2,Yes,Yes,Yes,26000000000,910.0,پونک
110,1403,2,Yes,Yes,Yes,23100000000,5.0,ونک
44,1394,1,Yes,No,Yes,3150000000,24.0,سلسبیل
85,1396,2,Yes,Yes,Yes,10500000000,3.0,جنت‌آباد جنوبی
82,1403,2,Yes,Yes,Yes,17150000000,55.0,گیشا (کوی نصر)
73,1383,2,No,Yes,Yes,5650000000,24.0,پیروزی
170,1383,3,Yes,Yes,Yes,135294000,,یوسف‌آباد
59,1388,1,Yes,Yes,Yes,6220000000,3.0,جنت‌آباد مرکزی
110,1394,2,Yes,Yes,Yes,13700000000,2.0,جنت‌آباد جنوبی
122,1395,3,Yes,Yes,Yes,254098000,,شهرک غرب
231,1403,3,Yes,Yes,Yes,51000000000,25.0,یوسف‌آباد
25,1384,2,No,No,Yes,1720000000,44.0,افسریه
162,1403,3,Yes,Yes,Yes,12000000000,525.0,شریف
80,1403,2,Yes,Yes,Yes,6900000000,1.0,سلسبیل
190,1380,3,Yes,Yes,Yes,142105000,,جردن
90,1397,2,Yes,Yes,Yes,10950000000,24.0,جنت‌آباد جنوبی
158,1403,3,Yes,Yes,Yes,23000000000,1011.0,سعادت‌آباد
209,1399,3,Yes,Yes,Yes,41000000000,2.0,پاسداران
44,1400,1,Yes,Yes,Yes,1870000000,1.0,اندیشه (شهر زیبا)
130,1401,3,Yes,Yes,Yes,26600000000,35.0,دروس
75,1395,2,Yes,Yes,Yes,84000000,,حکیمیه
98,1403,2,Yes,Yes,Yes,147959000,,جنت‌آباد شمالی
140,1402,3,Yes,Yes,Yes,174285000,,هروی
122,1390,3,Yes,Yes,Yes,13500000000,34.0,جنت‌آباد جنوبی
130,1398,3,Yes,Yes,Yes,173076000,,امیرآباد
50,1380,2,Yes,Yes,Yes,116000000,,کوی فردوس
220,1401,3,Yes,Yes,Yes,59000000000,3.0,کامرانیه
65,1383,2,No,Yes,Yes,6200000000,34.0,شهران شمالی
75,1403,2,Yes,Yes,Yes,1050000000,1018.0,چیتگر
87,1402,2,Yes,Yes,Yes,6150000000,14.0,زنجان
109,1403,3,Yes,Yes,Yes,2500000000,411.0,چیتگر
315,1394,4,Yes,Yes,Yes,244444000,,دروس
128,1380,3,Yes,Yes,Yes,27000000000,35.0,زعفرانیه
148,1403,3,Yes,Yes,Yes,1900000000,1026.0,چیتگر
100,1403,2,Yes,Yes,Yes,8000000000,45.0,نظام‌آباد
115,1403,2,Yes,Yes,Yes,15200000000,23.0,شهرک صدرا
68,1400,2,Yes,Yes,Yes,8200000000,25.0,جنت‌آباد شمالی
87,1393,2,Yes,Yes,Yes,109885000,,سازمان برنامه
107,1394,2,Yes,Yes,Yes,71962000,,دکتر هوشیار
100,1388,2,Yes,Yes,Yes,9500000000,2.0,پونک
79,1390,2,Yes,Yes,Yes,10190000000,25.0,کوی فردوس
257,1395,4,Yes,Yes,Yes,25000000000,1012.0,دریاچه شهدای خلیج فارس
45,1387,1,No,Yes,Yes,2800000000,3.0,بریانک
150,1390,3,Yes,Yes,Yes,20000000000,3.0,هروی
80,1395,2,Yes,Yes,No,4400000000,3.0,فلاح
97,1402,2,Yes,Yes,Yes,91752000,,تهران‌سر
80,1403,2,Yes,Yes,Yes,1000000000,4.0,تهران‌سر
75,1400,2,Yes,Yes,Yes,2050000000,6.0,اندیشه (شهر زیبا)
62,1384,2,Yes,Yes,Yes,6950000000,14.0,شهران جنوبی
90,1397,2,Yes,Yes,Yes,13000000000,4.0,درب دوم
1466,1403,4,Yes,Yes,Yes,333333333333,66.0,نیلوفر
50,1383,1,No,No,Yes,3100000000,24.0,جوادیه تهرانپارس
47,1401,1,No,No,Yes,1100000000,55.0,یافت‌آباد
84,1400,2,Yes,Yes,Yes,53000000,5.0,کوی هفدهم شهریور
55,1401,1,Yes,Yes,Yes,3750000000,4.0,سلسبیل
48,1394,1,Yes,No,Yes,2350000000,14.0,شهرک شریعتی
56,1393,1,No,No,No,2400000000,44.0,زهتابی
110,1391,2,Yes,Yes,Yes,154545000,,سعادت‌آباد
78,1397,2,Yes,Yes,Yes,10600000000,46.0,ازگل
65,1380,2,No,No,No,3500000000,14.0,امیریه
85,1403,2,Yes,Yes,Yes,190000000,,یوسف‌آباد
59,1392,1,Yes,Yes,Yes,7150000000,2.0,باغ فیض
128,1396,3,Yes,No,Yes,9750000000,66.0,دروازه شمیران
