area_sqm,building_year,num_rooms,has_elevator,has_parking,has_storage,price(in_toman),floor_number,district,district_encoded,price_standardized,building_age
150,1403,3,1,1,1,15700000000,26,ائمه اطهار,8,0.19766534916097045,0
246,1385,4,1,1,1,40750000000,45,دروس,102,1.9271237815709719,18
81,1399,2,1,1,1,11600000000,26,هروی,240,-0.0853997036486505,4
69,1401,2,1,1,1,5320000000,14,افسریه,21,-0.5189725162448504,2
112,1397,2,1,1,1,15200000000,45,پونک,254,0.16314522076955326,6
73,1403,2,1,1,1,1050000000,915,چیتگر,257,-0.8137744127075532,0
125,1403,2,1,1,1,7500000000,1315,دریاچه شهدای خلیج فارس,105,-0.3684647564582714,0
56,1387,1,1,1,1,6400000000,4,سازمان برنامه,121,-0.44440903891938927,16
58,1392,1,0,0,1,4300000000,3,شهرک آزادی,152,-0.5893935781633415,11
190,1402,3,1,1,1,48550000000,1,دروس,102,2.46563778447708,1
53,1388,1,0,1,0,6400000000,2,پونک,254,-0.44440903891938927,15
125,1396,3,1,1,1,11995000000,25,مدائن,213,-0.05812880221943092,7
50,1393,1,1,0,1,2040000000,24,کاروان,258,-0.7454245584925472,10
192,1403,3,1,1,1,41500000000,1,دروس,102,1.9789039741580976,0
82,1392,2,1,1,1,10300000000,55,پونک,254,-0.1751520374663352,11
65,1399,1,1,1,1,1700000000,24,اندیشه (شهر زیبا),33,-0.7688982457987108,4
218,1387,3,1,1,1,37850000000,5,دروس,102,1.7269070369007522,16
48,1381,1,0,1,1,4200000000,34,باغ فیض,42,-0.5962976038416249,22
100,1403,2,1,1,1,6200000000,8,هوانیروز,243,-0.45821709027595614,0
54,1382,1,0,0,1,2100000000,34,کاروان,258,-0.741282143085577,21
73,1377,2,1,1,1,9000000000,1,هروی,240,-0.2649043712840199,26
51,1398,1,1,1,1,1230000000,4,شهر زیبا,148,-0.8013471664866431,5
125,1401,2,1,1,1,11250000000,23,دریاچه شهدای خلیج فارس,105,-0.10956379352264253,2
175,1386,3,1,1,1,33000000000,35,دروس,102,1.3920617915040054,17
217,1402,3,1,1,1,85000000000,28,سعادت‌آباد,127,4.982155144211393,1
105,1401,2,1,1,1,13200000000,5,جنت‌آباد مرکزی,70,0.025064707203884512,2
93,1402,2,1,1,1,6750000000,9,هوانیروز,243,-0.4202449490453972,1
85,1397,2,1,1,1,11000000000,4,پونک,254,-0.1268238577183511,6
115,1402,2,1,1,1,13990000000,1,سازمان آب,120,0.07960651006232367,1
186,1402,3,1,1,1,22700000000,511,پاسداران,250,0.6809471466408111,1
55,1400,1,1,1,1,1500000000,2,شهر زیبا,148,-0.7827062971552777,3
122,1402,2,1,1,1,16500000000,311,پاسداران,250,0.25289755458723795,1
84,1384,2,1,1,1,4150000000,2,نواب,235,-0.5997496166807667,19
70,1403,1,1,1,1,14000000000,5,یوسف‌آباد,276,0.08029691263015201,0
83,1391,2,1,1,1,10600000000,5,پونک,254,-0.15443996043148486,12
85,1395,2,1,0,1,5500000000,5,فیروزآبادی,198,-0.5065452700239402,8
143,1401,3,1,1,1,27170000000,5,یوسف‌آباد,276,0.9895570944600808,2
72,1403,2,1,1,1,1050000000,1119,چیتگر,257,-0.8137744127075532,0
120,1378,2,0,1,1,9500000000,24,سهروردی,132,-0.2303842428926027,25
125,1396,3,1,1,1,21700000000,2,قیطریه,205,0.6119068898579767,7
60,1385,2,0,1,1,2490000000,33,کاروان,258,-0.7143564429402717,18
200,1399,3,1,1,1,53000000000,2,نیاوران,236,2.772866927160693,4
65,1398,2,1,1,1,8650000000,15,پونک,254,-0.28906846115801194,5
65,1395,2,1,1,1,8470000000,56,جنت‌آباد شمالی,69,-0.3014957073789221,8
110,1402,2,1,1,1,19850000000,2,حکمت,84,0.4841824148097331,1
160,1403,3,1,1,1,46000000000,45,سپهر,134,2.2895851296808525,0
120,1399,2,1,1,1,17000000000,25,نیلوفر,238,0.28741768297865516,4
100,1401,2,1,1,0,8300000000,15,تهران‌سر,56,-0.3132325510320039,2
135,1385,3,1,1,1,16800000000,15,اختیاریه,13,0.2736096316220883,18
53,1397,1,1,1,0,4450000000,4,زنجان,117,-0.5790375396459163,6
68,1403,2,1,0,1,4550000000,14,هاشمی,239,-0.5721335139676329,0
120,1400,2,1,1,1,21900000000,2,اختیاریه,13,0.6257149412145436,3
210,1403,3,1,1,1,64000000000,25,سعادت‌آباد,127,3.532309751771871,0
138,1398,3,1,1,1,24500000000,36,سعادت‌آباد,127,0.805219608849913,5
220,1399,3,1,1,1,110000000000,4,باغ فردوس,41,6.7081615637822525,4
92,1403,2,1,1,1,9000000000,2,آشتیانی,6,-0.2649043712840199,0
143,1397,3,1,1,1,22400000000,46,شیرازی,180,0.6602350696059608,6
77,1380,2,0,0,1,2998000000,14,ظهیرآباد,190,-0.6792839924945918,23
198,1395,3,1,1,1,19000000000,5,مجیدیه,210,0.4254981965443239,8
80,1371,3,0,0,0,5600000000,24,مجیدیه,210,-0.49964124434565677,32
95,1397,2,1,1,1,16500000000,25,قبا,200,0.25289755458723795,6
70,1399,3,1,1,1,4000000000,25,ستارخان,123,-0.6101056551981918,4
83,1403,2,1,1,1,14940000000,35,سیدخندان,135,0.14519475400601634,0
65,1401,2,1,1,1,3000000000,36,صادقیه,183,-0.6791459119810261,2
265,1397,3,1,1,1,66500000000,45,دروس,102,3.704910393728957,6
85,1398,2,1,1,1,8300000000,44,کرمان,261,-0.3132325510320039,5
96,1398,2,1,1,1,6000000000,15,شهید دستغیب,175,-0.472025141632523,5
70,1402,3,1,1,1,4000000000,56,مرزداران,214,-0.6101056551981918,1
90,1403,2,1,1,1,1170000000,215,چیتگر,257,-0.8054895818936131,0
56,1396,1,1,1,1,7500000000,45,جنت‌آباد جنوبی,68,-0.3684647564582714,7
71,1393,2,1,1,1,7700000000,15,پونک,254,-0.35465670510170455,10
131,1400,3,1,1,1,14410000000,4,حکیمیه,85,0.10860341791111411,3
135,1402,3,1,1,1,2450000000,1320,شریف,143,-0.7171180532115851,1
120,1399,2,1,1,1,13400000000,56,جنت‌آباد مرکزی,70,0.03887275856045139,4
50,1395,1,1,0,1,1980000000,3,مینابی,226,-0.7495669738995172,8
109,1403,2,1,1,1,13099000000,35,شاهین,141,0.018091641268818237,0
100,1400,2,1,1,1,8700000000,44,صفا,184,-0.2856164483188702,3
92,1397,2,1,1,1,8600000000,1518,دریاچه شهدای خلیج فارس,105,-0.29252047399715364,6
131,1403,2,1,1,1,12052000000,1111,شهرک راه‌آهن,157,-0.05419350758280936,0
70,1399,1,1,1,1,4800000000,35,دکتر هوشیار,112,-0.5548734497719243,4
86,1400,2,1,1,1,11100000000,1,باغ فیض,42,-0.11991983204006769,3
74,1385,2,1,1,1,8500000000,55,شهران شمالی,151,-0.29942449967543705,18
75,1390,2,1,1,1,10300000000,5,پونک,254,-0.1751520374663352,13
60,1385,2,1,0,1,4150000000,48,تهران‌سر,56,-0.5997496166807667,18
115,1402,2,1,1,1,15000000000,1,باغ فیض,42,0.1493371694129864,1
80,1382,2,0,0,1,70000000000,1,شهران شمالی,151,3.9465512924688775,21
243,1387,3,1,1,1,68000000000,9,زعفرانیه,115,3.808470778903209,16
85,1400,2,1,1,1,5800000000,3,شهران شمالی,151,-0.4858331929890899,3
100,1403,2,1,1,1,13000000000,5,طرشت,186,0.011256655847317635,0
63,1383,2,0,1,1,4480000000,34,سلسبیل,129,-0.5769663319424313,20
100,1393,2,1,1,1,13000000000,35,جنت‌آباد جنوبی,68,0.011256655847317635,10
140,1398,2,1,1,1,15000000000,45,جنت‌آباد جنوبی,68,0.1493371694129864,5
65,1381,2,0,0,1,3300000000,24,جیحون,76,-0.6584338349461758,22
130,1398,3,1,1,1,15500000000,45,جنت‌آباد جنوبی,68,0.18385729780440357,5
168,1403,3,1,1,1,46000000000,4,پاسداران,250,2.2895851296808525,0
60,1388,1,1,1,1,6700000000,25,شهرک پرواز,169,-0.423696961884539,15
240,1401,3,1,1,1,79000000000,3,دروس,102,4.567913603514387,2
103,1401,2,1,1,1,14000000000,24,شهرک نفت (منطقه ۵),167,0.08029691263015201,2
115,1400,2,1,1,1,14000000000,55,جنت‌آباد مرکزی,70,0.08029691263015201,3
125,1399,2,1,1,1,14000000000,45,جنت‌آباد جنوبی,68,0.08029691263015201,4
135,1400,3,1,1,1,21200000000,55,پونک,254,0.5773867614665595,3
82,1398,2,1,1,1,9000000000,25,توحید,59,-0.2649043712840199,5
65,1385,2,0,1,1,4400000000,1,خانی‌آباد نو,88,-0.5824895524850581,18
130,1400,2,1,1,1,14900000000,45,جنت‌آباد مرکزی,70,0.14243314373470295,3
73,1383,2,0,1,1,7350000000,14,آشتیانی,6,-0.3788207949756966,20
70,1390,2,0,0,1,3650000000,34,جیحون,76,-0.6342697450721838,13
81,1400,2,1,0,0,4480000000,1,دیلمان,113,-0.5769663319424313,3
145,1402,3,1,1,1,18700000000,4,جنت‌آباد مرکزی,70,0.4047861195094736,1
118,1403,2,1,1,1,13600000000,55,جنت‌آباد شمالی,69,0.05268080991701826,0
80,1391,2,1,1,1,3100000000,34,شهر زیبا,148,-0.6722418863027427,12
90,1403,2,1,1,1,11500000000,35,هروی,240,-0.09230372932693394,0
100,1401,2,1,1,1,13500000000,4,جنت‌آباد جنوبی,68,0.045776784238734824,2
65,1398,1,1,1,1,2460000000,2,شهر زیبا,148,-0.7164276506437567,5
90,1396,2,1,1,1,10000000000,2,جنت‌آباد جنوبی,68,-0.19586411450118552,7
50,1403,1,1,1,1,9300000000,18,نیلوفر,238,-0.24419229424916958,0
91,1390,2,1,1,1,8250000000,45,تهرانپارس غربی,55,-0.3166845638711457,13
40,1390,1,0,0,0,2200000000,23,خزانه,90,-0.7343781174072936,13
82,1383,2,0,1,1,8950000000,23,سعادت‌آباد,127,-0.2683563841231616,20
160,1388,3,1,1,1,25350000000,6,قیطریه,205,0.8639038271153222,15
250,1403,3,1,1,1,87500000000,66,ولنجک,247,5.1547557861684785,0
100,1403,2,1,1,1,3700000000,29,دریاچه شهدای خلیج فارس,105,-0.630817732233042,0
100,1403,2,1,1,1,2700000000,1015,چیتگر,257,-0.6998579890158765,0
65,1400,2,1,0,1,2012000000,3,مبارک‌آباد بهشتی,208,-0.7473576856824665,3
37,1384,1,0,1,1,2700000000,23,جیحون,76,-0.6998579890158765,19
90,1393,2,0,0,0,2610000000,13,ظهیرآباد,190,-0.7060716121263315,10
75,1394,2,1,1,1,4600000000,44,بریانک,43,-0.5686815011284911,9
60,1395,1,1,1,1,6450000000,46,تهرانپارس غربی,55,-0.44095702608024756,8
80,1390,3,1,0,1,4980000000,44,جیحون,76,-0.5424462035510141,13
80,1379,2,0,1,1,6400000000,44,شمس‌آباد,145,-0.44440903891938927,24
240,1401,3,1,1,1,85000000000,59,کامرانیه,260,4.982155144211393,2
193,1393,3,1,1,1,11500000000,6,مهرآباد جنوبی,219,-0.09230372932693394,10
85,1403,2,1,1,1,1350000000,315,چیتگر,257,-0.7930623356727029,0
47,1387,1,1,1,1,3300000000,7,اسکندری,20,-0.6584338349461758,16
92,1403,2,1,1,1,4784000000,5,تهران‌سر,56,-0.5559780938804496,0
110,1398,2,1,1,1,16500000000,2,یوسف‌آباد,276,0.25289755458723795,5
118,1403,2,1,1,1,4720000000,1,قیام‌دشت,204,-0.560396670314551,0
58,1401,1,1,1,1,5750000000,34,تسلیحات,53,-0.4892852058282316,2
80,1400,2,1,1,1,2600000000,36,یافت‌آباد,275,-0.7067620146941599,3
83,1387,2,1,1,1,6750000000,3,دردشت,100,-0.4202449490453972,16
83,1395,2,1,1,0,4648000000,25,خلیج فارس,91,-0.565367568802915,8
55,1399,1,1,1,1,2400000000,24,آذربایجان,3,-0.7205700660507268,4
150,1390,3,1,1,1,28000000000,35,سعادت‌آباد,127,1.0468605075898334,13
53,1403,1,1,1,1,6392836000,1215,چیتگر,257,-0.44490364331898147,0
135,1384,3,1,1,1,17000000000,3,پاسداران,250,0.28741768297865516,19
185,1396,3,1,1,1,36000000000,35,مرزداران,214,1.5991825618525084,7
112,1402,2,1,1,1,15000000000,25,جنت‌آباد جنوبی,68,0.1493371694129864,1
95,1401,2,1,1,1,15600000000,4,هروی,240,0.190761323482687,2
180,1386,3,1,1,1,21000000000,1,هروی,240,0.5635787101099927,17
205,1399,2,1,1,1,9200000000,66,جیحون,76,-0.251096319927453,4
125,1392,2,1,1,1,19200000000,2,هروی,240,0.4393062479008908,11
58,1380,1,0,0,1,2890000000,2,سلسبیل,129,-0.6867403402271379,23
64,1384,2,0,1,1,5370000000,3,پونک,254,-0.5155205034057087,19
112,1397,2,1,1,1,6600000000,1,جوادیه,72,-0.4306009875628224,6
49,1382,1,0,1,1,1850000000,1,مولوی,220,-0.7585422072812857,21
132,1402,3,1,1,1,17900000000,1,شهرک نفت (منطقه ۵),167,0.3495539140832061,1
130,1401,3,1,1,1,30000000000,15,پاسداران,250,1.184941021155502,2
45,1393,1,0,1,1,1400000000,2,اندیشه (شهر زیبا),33,-0.7896103228335611,10
68,1389,2,1,1,1,7250000000,25,شهرک پرواز,169,-0.38572482065398006,14
140,1402,3,1,1,1,37000000000,66,شهرک غرب,162,1.668222818635343,1
64,1380,2,0,1,1,7000000000,14,کوی فردوس,265,-0.40298488484968864,23
150,1402,3,1,1,1,39000000000,3,زعفرانیه,115,1.8063033322010116,1
120,1402,2,1,1,1,32500000000,45,دروس,102,1.357541663112588,1
50,1390,1,1,1,1,6300000000,4,شهران جنوبی,150,-0.45131306459767273,13
38,1377,1,0,0,1,2500000000,14,سلسبیل,129,-0.7136660403724433,26
55,1389,1,1,1,1,6350000000,2,سازمان برنامه,121,-0.44786105175853097,14
55,1397,1,1,0,1,1809000000,24,مبارک‌آباد بهشتی,208,-0.7613728578093819,6
82,1383,2,0,0,1,5400000000,34,قاسم‌آباد,199,-0.5134492957022236,20
190,1391,3,1,1,1,43000000000,25,ولنجک,247,2.082464359332349,12
248,1388,4,1,1,1,52000000000,66,نیاوران,236,2.7038266703778584,15
105,1401,2,1,1,1,15250000000,35,سهروردی,132,0.166597233608695,2
66,1397,2,1,1,1,2800000000,1,اندیشه (شهر زیبا),33,-0.6929539633375931,6
85,1390,2,1,1,1,8300000000,35,سازمان برنامه,121,-0.3132325510320039,13
60,1390,2,0,0,1,3490000000,44,نبی اکرم(ص),230,-0.6453161861574374,13
130,1394,3,1,1,1,12600000000,25,سازمان برنامه,121,-0.016359446865816116,9
65,1384,2,0,1,1,4300000000,24,زنجان,117,-0.5893935781633415,19
55,1403,1,1,0,1,7200000000,14,قیطریه,205,-0.38917683349312177,0
115,1402,2,1,1,1,8450000000,35,خواجه نظام الملک,93,-0.3028765125145788,1
130,1400,3,1,1,1,24000000000,46,سعادت‌آباد,127,0.7706994804584958,3
53,1388,1,0,0,1,2400000000,34,هاشمی,239,-0.7205700660507268,15
50,1396,1,1,1,1,1650000000,7,اندیشه (شهر زیبا),33,-0.7723502586378526,7
107,1381,2,1,1,1,10800000000,66,سازمان برنامه,121,-0.140631909074918,22
140,1393,3,1,1,1,12000000000,25,جنت‌آباد جنوبی,68,-0.057783600935516745,10
139,1403,3,1,1,1,8050000000,35,شبیری,142,-0.33049261522771256,0
80,1385,2,1,1,1,8200000000,45,سازمان برنامه,121,-0.3201365767102874,18
102,1397,2,1,1,1,13900000000,4,جنت‌آباد جنوبی,68,0.07339288695186857,6
105,1390,2,1,1,1,13200000000,56,اباذر,9,0.025064707203884512,13
73,1394,2,1,1,1,11500000000,35,گیشا (کوی نصر),274,-0.09230372932693394,9
130,1403,2,1,1,1,26000000000,910,پونک,254,0.9087799940241645,0
110,1403,2,1,1,1,23100000000,5,ونک,248,0.7085632493539449,0
44,1394,1,1,0,1,3150000000,24,سلسبیل,129,-0.668789873463601,9
85,1396,2,1,1,1,10500000000,3,جنت‌آباد جنوبی,68,-0.1613439861097683,7
82,1403,2,1,1,1,17150000000,55,گیشا (کوی نصر),274,0.29777372149608033,0
73,1383,2,0,1,1,5650000000,24,پیروزی,255,-0.49618923150651506,20
59,1388,1,1,1,1,6220000000,3,جنت‌آباد مرکزی,70,-0.45683628514029945,15
110,1394,2,1,1,1,13700000000,2,جنت‌آباد جنوبی,68,0.0595848355953017,9
231,1403,3,1,1,1,51000000000,25,یوسف‌آباد,276,2.634786413595024,0
162,1403,3,1,1,1,12000000000,525,شریف,143,-0.057783600935516745,0
80,1403,2,1,1,1,6900000000,1,سلسبیل,129,-0.4098889105279721,0
90,1397,2,1,1,1,10950000000,24,جنت‌آباد جنوبی,68,-0.13027587055749285,6
158,1403,3,1,1,1,23000000000,1011,سعادت‌آباد,127,0.7016592236756615,0
209,1399,3,1,1,1,41000000000,2,پاسداران,250,1.9443838457666804,4
44,1400,1,1,1,1,1870000000,1,اندیشه (شهر زیبا),33,-0.757161402145629,3
130,1401,3,1,1,1,26600000000,35,دروس,102,0.9502041480938652,2
122,1390,3,1,1,1,13500000000,34,جنت‌آباد جنوبی,68,0.045776784238734824,13
220,1401,3,1,1,1,59000000000,3,کامرانیه,260,3.187108467857699,2
65,1383,2,0,1,1,6200000000,34,شهران شمالی,151,-0.45821709027595614,20
75,1403,2,1,1,1,1050000000,1018,چیتگر,257,-0.8137744127075532,0
87,1402,2,1,1,1,6150000000,14,زنجان,117,-0.46166910311509785,1
109,1403,3,1,1,1,2500000000,411,چیتگر,257,-0.7136660403724433,0
128,1380,3,1,1,1,27000000000,35,زعفرانیه,115,0.977820250806999,23
148,1403,3,1,1,1,1900000000,1026,چیتگر,257,-0.755090194442144,0
100,1403,2,1,1,1,8000000000,45,نظام‌آباد,233,-0.33394462806685427,0
115,1403,2,1,1,1,15200000000,23,شهرک صدرا,161,0.16314522076955326,0
68,1400,2,1,1,1,8200000000,25,جنت‌آباد شمالی,69,-0.3201365767102874,3
100,1388,2,1,1,1,9500000000,2,پونک,254,-0.2303842428926027,15
79,1390,2,1,1,1,10190000000,25,کوی فردوس,265,-0.18274646571244696,13
257,1395,4,1,1,1,25000000000,1012,دریاچه شهدای خلیج فارس,105,0.8397397372413302,8
45,1387,1,0,1,1,2800000000,3,بریانک,43,-0.6929539633375931,16
150,1390,3,1,1,1,20000000000,3,هروی,240,0.4945384533271583,13
80,1395,2,1,1,0,4400000000,3,فلاح,197,-0.5824895524850581,8
75,1400,2,1,1,1,2050000000,6,اندیشه (شهر زیبا),33,-0.7447341559247188,3
62,1384,2,1,1,1,6950000000,14,شهران جنوبی,150,-0.40643689768883035,19
90,1397,2,1,1,1,13000000000,4,درب دوم,98,0.011256655847317635,6
50,1383,1,0,0,1,3100000000,24,جوادیه تهرانپارس,73,-0.6722418863027427,20
47,1401,1,0,0,1,1100000000,55,یافت‌آباد,275,-0.8103223998684115,2
55,1401,1,1,1,1,3750000000,4,سلسبیل,129,-0.6273657193939004,2
48,1394,1,1,0,1,2350000000,14,شهرک شریعتی,159,-0.7240220788898685,9
56,1393,1,0,0,0,2400000000,44,زهتابی,118,-0.7205700660507268,10
78,1397,2,1,1,1,10600000000,46,ازگل,17,-0.15443996043148486,6
65,1380,2,0,0,0,3500000000,14,امیریه,32,-0.644625783589609,23
59,1392,1,1,1,1,7150000000,2,باغ فیض,42,-0.39262884633226347,11
128,1396,3,1,0,1,9750000000,66,دروازه شمیران,101,-0.2131241786968941,7
56,1388,1,1,1,1,6250000000,25,صادقیه,183,-0.45476507743681444,15
42,1382,1,0,0,1,1795000000,33,جوادیه,72,-0.7623394214043416,21
190,1397,3,1,1,1,33000000000,5,سعادت‌آباد,127,1.3920617915040054,6
120,1403,2,1,1,1,15390000000,2,دهکده المپیک,108,0.1762628695582918,0
80,1380,2,1,0,1,4900000000,25,بهارستان,48,-0.5479694240936408,23
120,1377,3,0,1,1,20500000000,22,پونک,254,0.5290585817185754,26
48,1385,1,0,0,1,2270000000,2,شبیری,142,-0.7295452994324952,18
60,1399,1,1,1,1,1400000000,3,اندیشه (شهر زیبا),33,-0.7896103228335611,4
100,1403,2,1,1,1,9200000000,511,کوهک,263,-0.251096319927453,0
80,1380,2,0,0,1,5800000000,24,ستارخان,123,-0.4858331929890899,23
85,1390,2,1,1,1,8550000000,35,پونک,254,-0.29597248683629535,13
225,1403,3,1,1,1,62000000000,46,پاسداران,250,3.3942292382062025,0
83,1390,2,1,1,1,4100000000,34,شیوا,181,-0.6032016295199083,13
80,1401,1,1,0,1,3700000000,46,گلاب دره,271,-0.630817732233042,2
64,1384,2,0,1,1,2500000000,14,کاروان,258,-0.7136660403724433,19
235,1402,3,1,1,1,75000000000,4,سعادت‌آباد,127,4.2917525763830495,1
175,1403,3,1,1,1,51250000000,3,سعادت‌آباد,127,2.6520464777907327,0
170,1394,3,1,1,1,31100000000,2,اختیاریه,13,1.26088530361662,9
88,1383,2,1,1,1,9000000000,15,فاطمی,193,-0.2649043712840199,20
60,1396,2,1,1,1,1950000000,34,شهر زیبا,148,-0.7516381816030022,7
170,1403,3,1,1,1,50900000000,4,سعادت‌آباد,127,2.6278823879167406,0
72,1400,2,1,0,1,5250000000,1,زنجان,117,-0.5238053342196488,3
59,1381,1,1,0,1,5200000000,14,کوی فردوس,265,-0.5272573470587906,22
134,1390,3,1,1,1,15500000000,25,اباذر,9,0.18385729780440357,13
72,1385,2,1,1,1,8150000000,35,کوی فردوس,265,-0.3235885895494291,18
47,1396,1,0,0,1,2300000000,4,بریانک,43,-0.7274740917290102,7
64,1394,2,1,1,1,3800000000,44,سلیمانی,130,-0.6239137065547586,9
62,1389,2,0,0,1,3400000000,44,منیریه,218,-0.6515298092678924,14
130,1403,3,1,1,1,21500000000,66,یوسف‌آباد,276,0.5980988385014099,0
105,1394,2,1,1,1,18500000000,2,سعادت‌آباد,127,0.3909780681529067,9
58,1403,1,1,1,1,6400000000,34,منیریه,218,-0.44440903891938927,0
80,1403,2,1,1,1,1260000000,4,شهرک استقلال,154,-0.7992759587831579,0
129,1400,3,1,1,0,21900000000,66,یوسف‌آباد,276,0.6257149412145436,3
115,1401,3,1,1,1,17500000000,15,پاتریس لومومبا,249,0.3219378113700723,2
132,1402,3,1,1,1,24000000000,46,یوسف‌آباد,276,0.7706994804584958,1
40,1394,1,1,0,1,2850000000,14,دکتر هوشیار,112,-0.6895019504984513,9
82,1403,2,1,1,0,12950000000,2,جلفا,63,0.007804643008175916,0
65,1391,2,1,1,1,8300000000,25,سازمان برنامه,121,-0.3132325510320039,12
65,1390,1,1,1,1,7200000000,4,باغ فیض,42,-0.38917683349312177,13
40,1396,1,1,1,1,1250000000,78,شهر زیبا,148,-0.7999663613509863,7
150,1386,3,1,1,1,27450000000,55,سعادت‌آباد,127,1.0088883663592745,17
98,1403,2,1,1,1,5980000000,35,نواب,235,-0.4734059467681797,0
168,1396,3,1,1,1,24360000000,24,یوسف‌آباد,276,0.7955539729003162,7
93,1390,2,1,1,1,7900000000,34,طرشت,186,-0.3408486537451377,13
65,1386,1,0,1,1,5200000000,44,شاهین,141,-0.5272573470587906,17
123,1402,2,1,1,1,20000000000,45,قزل قلعه,201,0.4945384533271583,1
90,1392,2,1,1,1,11000000000,3,باغ فیض,42,-0.1268238577183511,11
90,1399,2,1,1,1,12000000000,22,سیدخندان,135,-0.057783600935516745,4
100,1402,2,1,1,1,10900000000,25,طرشت,186,-0.13372788339663455,1
220,1373,3,0,1,1,30000000000,23,ظفر,189,1.184941021155502,30
55,1379,2,1,0,1,3100000000,14,سلسبیل,129,-0.6722418863027427,24
52,1388,1,0,0,1,3590000000,2,تهرانپارس شرقی,54,-0.6384121604791538,15
66,1395,1,1,0,1,3400000000,44,باغ خزانه,40,-0.6515298092678924,8
86,1380,2,0,1,1,10500000000,2,جردن,62,-0.1613439861097683,23
160,1403,3,1,1,1,23400000000,9,سعادت‌آباد,127,0.7292753263887952,0
127,1385,2,1,1,1,13600000000,25,کوی مهران,266,0.05268080991701826,18
117,1395,2,1,1,1,17600000000,25,ظفر,189,0.3288418370483558,8
200,1380,3,1,1,1,25000000000,45,ظفر,189,0.8397397372413302,23
125,1390,3,1,1,1,15150000000,25,کوی فردوس,265,0.15969320793041156,13
142,1395,3,1,1,1,14000000000,45,امیریه,32,0.08029691263015201,8
65,1399,1,1,1,1,6300000000,2,شهر زیبا,148,-0.45131306459767273,4
150,1403,3,1,1,1,15500000000,44,شادمهر,138,0.18385729780440357,0
83,1403,2,1,1,1,6100000000,39,دریاچه شهدای خلیج فارس,105,-0.4651211159542396,0
130,1396,3,1,1,1,16000000000,55,کوی فردوس,265,0.21837742619582076,7
47,1399,1,1,1,1,1770000000,6,اندیشه (شهر زیبا),33,-0.7640654278239124,4
55,1384,1,0,0,1,1850000000,24,سلامت,128,-0.7585422072812857,19
90,1403,2,1,1,1,9900000000,111,دریاچه شهدای خلیج فارس,105,-0.20276814017946895,0
100,1403,2,1,1,1,18000000000,55,جنت‌آباد جنوبی,68,0.35645793976148954,0
127,1403,2,1,1,1,14900000000,4,جنت‌آباد جنوبی,68,0.14243314373470295,0
62,1389,2,0,0,1,9500000000,24,شهرک غرب,162,-0.2303842428926027,14
70,1390,1,1,1,1,7300000000,35,بلوار کشاورز,44,-0.38227280781483836,13
75,1393,2,1,1,1,8500000000,35,شاهین,141,-0.29942449967543705,10
90,1400,2,1,1,0,4500000000,45,بیسیم,50,-0.5755855268067746,3
144,1402,3,1,1,1,31000000000,1,فرمانیه,196,1.2539812779383366,1
120,1381,2,1,1,1,14990000000,55,ظفر,189,0.14864676684515804,22
68,1384,2,0,1,1,7300000000,4,جنت‌آباد جنوبی,68,-0.38227280781483836,19
116,1403,2,1,1,1,16000000000,116,کوی نوبنیاد,267,0.21837742619582076,0
82,1385,2,1,1,1,9200000000,25,جنت‌آباد جنوبی,68,-0.251096319927453,18
106,1376,2,0,0,1,8800000000,44,فاطمی,193,-0.27871242264058677,27
95,1392,2,1,1,1,6630000000,35,فیروزآبادی,198,-0.4285297798593374,11
150,1380,3,1,1,0,24000000000,45,ونک,248,0.7706994804584958,23
60,1386,1,0,1,1,5350000000,34,کوی فردوس,265,-0.5169013085413654,17
110,1403,2,1,1,1,24800000000,2,میرداماد,224,0.8259316858847633,0
147,1391,3,1,1,1,19900000000,34,اختیاریه,13,0.4876344276488749,12
55,1396,1,1,1,1,4250000000,44,جیحون,76,-0.5928455910024831,7
95,1403,2,1,1,1,6300000000,14,باغ خزانه,40,-0.45131306459767273,0
90,1403,2,1,1,1,13500000000,15,فاطمی,193,0.045776784238734824,0
50,1395,1,1,0,1,3450000000,2,دولت‌آباد,111,-0.6480777964287507,8
133,1403,3,1,1,1,25270000000,25,سعادت‌آباد,127,0.8583806065726954,0
70,1392,2,1,1,1,5150000000,14,هفت چنار,242,-0.5307093598979322,11
71,1393,1,1,0,1,3400000000,55,امامزاده حسن(ع),28,-0.6515298092678924,10
115,1389,2,1,1,1,16000000000,25,سوهانک,133,0.21837742619582076,14
130,1380,2,1,1,1,15480000000,4,میرداماد,224,0.1824764926687469,23
50,1400,1,1,1,1,10900000000,1,گیشا (کوی نصر),274,-0.13372788339663455,3
120,1402,3,1,1,1,28800000000,1515,سعادت‌آباد,127,1.102092713016101,1
70,1403,2,1,0,1,3650000000,45,امامزاده حسن(ع),28,-0.6342697450721838,0
62,1382,2,0,0,1,3700000000,13,شهید اسدی,173,-0.630817732233042,21
48,1397,1,1,1,1,1500000000,4,اندیشه (شهر زیبا),33,-0.7827062971552777,6
106,1396,2,1,1,1,13500000000,4,پونک,254,0.045776784238734824,7
50,1395,1,1,1,0,3000000000,2,گلچین,272,-0.6791459119810261,8
89,1403,2,1,1,1,1510000000,3,تهران‌سر,56,-0.7820158945874494,0
155,1403,3,1,1,1,38000000000,1516,سعادت‌آباد,127,1.7372630754181773,0
122,1403,2,1,1,1,4500000000,814,سرو آزاد,126,-0.5755855268067746,0
